0,92,67
1,90,66
2,89,65
3,88,65
4,88,64
5,86,64
6,86,63
7,86,63
8,86,64
9,85,63
10,85,63
11,84,64
12,84,64
13,85,63
14,84,61
15,84,61
16,85,59
17,86,60
18,86,61
19,84,62
20,86,65
21,85,63
22,87,64
23,87,63
24,89,67
25,90,66
26,92,69
27,92,67
28,94,65
29,95,64
30,95,62
31,95,63
32,96,64
33,95,62
34,94,61
35,94,62
36,94,60
37,94,61
38,95,63
39,95,62
40,94,61
41,94,62
42,92,62
43,92,60
44,89,64
45,86,62
46,84,64
47,82,64
48,81,64
49,78,65
50,76,65
51,74,66
52,73,68
53,73,69
54,72,71
55,70,70
56,70,70
57,64,74
58,63,75
59,62,76
60,62,74
61,63,75
62,64,77
63,64,75
64,62,76
65,64,76
66,65,74
67,64,75
68,64,72
69,65,72
70,65,73
71,63,72
72,65,71
73,65,70
74,67,70
75,67,69
76,68,68
77,69,69
78,69,65
79,70,65
80,72,64
81,73,64
82,75,62
83,76,60
84,78,62
85,82,63
86,85,62
87,86,60
88,91,61
89,94,64
90,95,63
91,101,65
92,105,65
93,106,64
94,109,63
95,109,64
96,111,63
97,109,62
98,109,59
99,108,62
100,106,62
101,104,63
102,103,65
103,101,66
104,99,63
105,95,66
106,94,67
107,92,65
108,90,63
109,86,63
110,86,61
111,84,62
112,83,61
113,81,61
114,79,59
115,79,59
116,77,61
117,78,60
118,78,61
119,77,60
120,78,58
121,77,56
122,75,56
123,76,57
124,77,57
125,77,54
126,74,55
127,75,55
128,75,54
129,75,55
130,74,57
131,74,56
132,72,57
133,72,57
134,73,57
135,74,56
136,75,57
137,75,57
138,75,58
139,75,57
140,77,56
141,76,57
142,77,55
143,78,57
144,78,55
145,78,55
146,79,55
147,81,56
148,81,56
149,82,56
150,81,55
151,82,54
152,81,54
153,83,54
154,82,53
155,82,55
156,82,54
157,83,56
158,83,56
159,82,56
160,82,55
161,82,57
162,82,56
163,81,56
164,82,57
165,83,58
166,82,56
167,83,59
168,84,60
169,84,61
170,86,60
171,85,63
172,86,64
173,84,63
174,85,64
175,86,64
176,87,64
177,86,64
178,85,65
179,86,66
180,86,66
181,87,66
182,87,67
183,88,66
184,88,67
185,88,67
186,90,68
187,91,69
188,92,72
189,91,72
190,93,73
191,96,74
192,95,74
193,95,77
194,96,79
195,97,78
196,99,80
197,100,80
198,102,80
199,100,78
200,103,82
201,103,80
202,105,82
203,109,83
204,108,83
205,111,84
206,112,81
207,115,83
208,114,81
209,115,80
210,114,81
211,110,78
212,106,75
213,103,73
214,100,72
215,95,68
216,91,67
217,86,67
218,83,66
219,81,63
220,76,64
221,74,62
222,70,61
223,67,61
224,66,61
225,64,61
226,63,60
227,62,59
228,62,62
229,62,60
230,65,62
231,66,64
232,67,61
233,69,64
234,71,64
235,73,67
236,76,69
237,76,65
238,78,67
239,79,68
240,81,69
241,85,70
242,85,71
243,89,69
244,88,70
245,90,72
246,91,71
247,89,68
248,90,67
249,90,66
250,90,67
251,89,68
252,86,67
253,86,65
254,85,66
255,82,65
256,82,64
